Year,LocationAbbr,LocationDesc,DataSource,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Category,Topic,Indicator,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Confidence_limit_Low,Confidence_limit_High,Break_Out_Category,Break_Out,CategoryId,TopicId,IndicatorID,Data_Value_TypeID,BreakOutCategoryId,BreakOutId,LocationID,GeoLocation
1999-2000,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),7.0,7.0,,,6.0,8.1,Overall,Overall,C1,T1,NH001,AgeStdz,BOC01,OVR01,59,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Other,C2,T10,NH066,Crude,BOC04,RAC07,59,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Other,C2,T10,NH066,AgeStdz,BOC04,RAC07,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Overall,Overall,C2,T10,NH066,AgeStdz,BOC01,OVR01,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Overall,Overall,C2,T10,NH066,Crude,BOC01,OVR01,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Gender,Male,C2,T10,NH066,Crude,BOC02,GEN01,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Gender,Male,C2,T10,NH066,AgeStdz,BOC02,GEN01,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Gender,Female,C2,T10,NH066,AgeStdz,BOC02,GEN02,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Gender,Female,C2,T10,NH066,Crude,BOC02,GEN02,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Age,20-24,C2,T10,NH066,Crude,BOC03,AGE02,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Age,21-24,C2,T10,NH066,Crude,BOC03,AGE03,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Age,25-44,C2,T10,NH066,Crude,BOC03,AGE04,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Age,45-64,C2,T10,NH066,Crude,BOC03,AGE05,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Age,65+,C2,T10,NH066,Crude,BOC03,AGE06,59,
2007-2008,US,United States,NHANES,None,None,None,None,Risk Factors,Diabetes,Prevalence of diabetes among US adults (18+); NHANES,Crude,Percent (%),11.7,11.7,,,10.2,13.4,Overall,Overall,C2,T11,NH070,Crude,BOC01,OVR01,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Age,75+,C2,T10,NH066,Crude,BOC03,AGE08,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic White,C2,T10,NH066,Crude,BOC04,RAC01,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic White,C2,T10,NH066,AgeStdz,BOC04,RAC01,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Black,C2,T10,NH066,AgeStdz,BOC04,RAC02,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Black,C2,T10,NH066,Crude,BOC04,RAC02,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T10,NH066,Crude,BOC04,RAC03,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T10,NH066,AgeStdz,BOC04,RAC03,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Hispanic,C2,T10,NH066,Crude,BOC04,RAC04,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Hispanic,C2,T10,NH066,AgeStdz,BOC04,RAC04,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Other,C2,T10,NH066,Crude,BOC04,RAC07,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Other,C2,T10,NH066,AgeStdz,BOC04,RAC07,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Overall,Overall,C2,T10,NH066,AgeStdz,BOC01,OVR01,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Overall,Overall,C2,T10,NH066,Crude,BOC01,OVR01,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Gender,Male,C2,T10,NH066,Crude,BOC02,GEN01,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Gender,Male,C2,T10,NH066,AgeStdz,BOC02,GEN01,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Gender,Female,C2,T10,NH066,AgeStdz,BOC02,GEN02,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Gender,Female,C2,T10,NH066,Crude,BOC02,GEN02,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Age,20-24,C2,T10,NH066,Crude,BOC03,AGE02,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Age,21-24,C2,T10,NH066,Crude,BOC03,AGE03,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Age,25-44,C2,T10,NH066,Crude,BOC03,AGE04,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Age,45-64,C2,T10,NH066,Crude,BOC03,AGE05,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Age,65+,C2,T10,NH066,Crude,BOC03,AGE06,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Age,35+,C2,T10,NH066,Crude,BOC03,AGE07,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Age,75+,C2,T10,NH066,Crude,BOC03,AGE08,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic White,C2,T10,NH066,Crude,BOC04,RAC01,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic White,C2,T10,NH066,AgeStdz,BOC04,RAC01,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Black,C2,T10,NH066,AgeStdz,BOC04,RAC02,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Black,C2,T10,NH066,Crude,BOC04,RAC02,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T10,NH066,Crude,BOC04,RAC03,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T10,NH066,AgeStdz,BOC04,RAC03,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Hispanic,C2,T10,NH066,Crude,BOC04,RAC04,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Hispanic,C2,T10,NH066,AgeStdz,BOC04,RAC04,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Other,C2,T10,NH066,Crude,BOC04,RAC07,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Other,C2,T10,NH066,AgeStdz,BOC04,RAC07,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Age-Standardized,Percent (%),67.8,67.8,,,65.9,69.6,Overall,Overall,C2,T10,NH066,AgeStdz,BOC01,OVR01,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),69.3,69.3,,,67.1,71.4,Overall,Overall,C2,T10,NH066,Crude,BOC01,OVR01,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),66.3,66.3,,,63.4,69.1,Gender,Male,C2,T10,NH066,Crude,BOC02,GEN01,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Age-Standardized,Percent (%),65.6,65.6,,,63.4,67.8,Gender,Male,C2,T10,NH066,AgeStdz,BOC02,GEN01,59,
2007-2008,US,United States,NHANES,None,None,None,None,Risk Factors,Diabetes,Prevalence of diabetes among US adults (18+); NHANES,Crude,Percent (%),12.3,12.3,,,10.9,13.9,Gender,Male,C2,T11,NH070,Crude,BOC02,GEN01,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Age-Standardized,Percent (%),70.0,70.0,,,67.6,72.2,Gender,Female,C2,T10,NH066,AgeStdz,BOC02,GEN02,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),72.2,72.2,,,69.8,74.4,Gender,Female,C2,T10,NH066,Crude,BOC02,GEN02,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),29.5,29.5,,,24.5,35.2,Age,20-24,C2,T10,NH066,Crude,BOC03,AGE02,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),32.7,32.7,,,27.5,38.4,Age,21-24,C2,T10,NH066,Crude,BOC03,AGE03,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),56.8,56.8,,,53.4,60.2,Age,25-44,C2,T10,NH066,Crude,BOC03,AGE04,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),81.0,81.0,,,77.6,84.0,Age,45-64,C2,T10,NH066,Crude,BOC03,AGE05,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),91.2,91.2,,,89.4,92.8,Age,65+,C2,T10,NH066,Crude,BOC03,AGE06,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),79.7,79.7,,,77.0,82.1,Age,35+,C2,T10,NH066,Crude,BOC03,AGE07,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),90.1,90.1,,,86.7,92.7,Age,75+,C2,T10,NH066,Crude,BOC03,AGE08,59,
2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),73.9,73.9,,,71.9,75.9,Race,Non-Hispanic White,C2,T10,NH066,Crude,BOC04,RAC01,59,
